Var	-LOG([Fdr (Pdat Gx)])	Model	Value	-LOG([Fdr (Pdat Gx)])	Model	Value	Var
EVI5	0.034431882	Bulk (unadjusted)	-0.136512986	1.894676779	Cell contribution (adjusted)	0.781605814	EVI5
EVI2B	6.888033273	Bulk (unadjusted)	1.70301271	5.339588362	Cell contribution (adjusted)	1.493926264	EVI2B
EVI2A	3.399989934	Bulk (unadjusted)	1.863100395	1.995078712	Cell contribution (adjusted)	1.707769449	EVI2A
EVC2	0.33401555	Bulk (unadjusted)	-0.989438159	0.068188256	Cell contribution (adjusted)	-0.26314527	EVC2
EVC	3.270441467	Bulk (unadjusted)	-1.360850509	1.521268322	Cell contribution (adjusted)	-0.872727016	EVC
EVA1C	1.631508513	Bulk (unadjusted)	-0.996933497	0.438592444	Cell contribution (adjusted)	-0.721700621	EVA1C
EVA1B	0.37082531	Bulk (unadjusted)	0.534884088	0.055398215	Cell contribution (adjusted)	0.073822655	EVA1B
EVA1A	0.604630418	Bulk (unadjusted)	0.714245284	0.419660351	Cell contribution (adjusted)	0.32071196	EVA1A
ETV7	2.098567365	Bulk (unadjusted)	0.832850955	0.08403948	Cell contribution (adjusted)	0.144176959	ETV7
ETV6	4.5393055	Bulk (unadjusted)	1.290937108	1.982225162	Cell contribution (adjusted)	0.800948469	ETV6
ETV5	1.114034661	Bulk (unadjusted)	-0.589535433	0.172622843	Cell contribution (adjusted)	-0.197640415	ETV5
ETV4	0.139034251	Bulk (unadjusted)	-0.170693656	0.642109793	Cell contribution (adjusted)	-0.5892869	ETV4
ETV3	0.339246437	Bulk (unadjusted)	-0.301420589	0.033260978	Cell contribution (adjusted)	-0.046214546	ETV3
ETV2	0.25187617	Bulk (unadjusted)	-0.251057256	0.643612414	Cell contribution (adjusted)	-0.951854921	ETV2
ETV1	0.554492443	Bulk (unadjusted)	-0.400979962	0.312705932	Cell contribution (adjusted)	-0.266341262	ETV1
ETS2	0.029161994	Bulk (unadjusted)	0.108051309	0.170364414	Cell contribution (adjusted)	0.312508909	ETS2
ETS1	1.387524934	Bulk (unadjusted)	1.662220214	0.968582526	Cell contribution (adjusted)	0.99530808	ETS1
ETNPPL	0.117261886	Bulk (unadjusted)	-0.149291711	0.241779261	Cell contribution (adjusted)	-0.223620458	ETNPPL
ETNK2	0.151499188	Bulk (unadjusted)	-0.49719173	0.398978628	Cell contribution (adjusted)	-0.682967539	ETNK2
ETNK1	4.058238092	Bulk (unadjusted)	1.208604354	1.700546605	Cell contribution (adjusted)	1.042705567	ETNK1
ETHE1	1.223830482	Bulk (unadjusted)	1.050942611	0.611632149	Cell contribution (adjusted)	0.723220126	ETHE1
ETFDH	2.638832263	Bulk (unadjusted)	-0.951833599	0.477588869	Cell contribution (adjusted)	-0.349719358	ETFDH
ETFBKMT	0.07503139	Bulk (unadjusted)	-0.381271155	0.006824526	Cell contribution (adjusted)	0.035440478	ETFBKMT
ETFB	0.231273753	Bulk (unadjusted)	-0.711424565	0.267749325	Cell contribution (adjusted)	-0.994401068	ETFB
ETFA	0.066844665	Bulk (unadjusted)	0.144926033	0.912852853	Cell contribution (adjusted)	0.515974805	ETFA
ETF1	0.010228006	Bulk (unadjusted)	-0.076412845	0.076564224	Cell contribution (adjusted)	0.245596656	ETF1
ETAA1	0.164813278	Bulk (unadjusted)	0.384127474	1.03242045	Cell contribution (adjusted)	0.81775498	ETAA1
ESYT3	0.714329704	Bulk (unadjusted)	-0.561947864	0.409653966	Cell contribution (adjusted)	-0.352467547	ESYT3
ESYT2	0.303383246	Bulk (unadjusted)	0.281592809	2.924486771	Cell contribution (adjusted)	1.003985453	ESYT2
ESYT1	0.231339004	Bulk (unadjusted)	-0.772152418	0.170663964	Cell contribution (adjusted)	-0.536767139	ESYT1
ESX1	0.110332527	Bulk (unadjusted)	-0.236744504	0.082303146	Cell contribution (adjusted)	-0.163030875	ESX1
ESRRG	1.393847696	Bulk (unadjusted)	-1.027463303	2.694363855	Cell contribution (adjusted)	-1.050210072	ESRRG
ESRRB	0.565075355	Bulk (unadjusted)	-0.404256675	0.436120537	Cell contribution (adjusted)	-0.329337152	ESRRB
ESRRA	0.198431065	Bulk (unadjusted)	-0.538023439	1.861228346	Cell contribution (adjusted)	-1.251856828	ESRRA
ESRP2	0.200278438	Bulk (unadjusted)	-0.487381427	3.349036171	Cell contribution (adjusted)	-1.089842124	ESRP2
ESRP1	0.00234739	Bulk (unadjusted)	0.007601921	0.066322793	Cell contribution (adjusted)	-0.095733126	ESRP1
ESR2	0.157519228	Bulk (unadjusted)	-0.277871432	1.26818236	Cell contribution (adjusted)	-0.646322646	ESR2
ESR1	0.133865478	Bulk (unadjusted)	-0.278107636	1.678569514	Cell contribution (adjusted)	-0.730680832	ESR1
ESPNL	0.005198859	Bulk (unadjusted)	-0.028229287	0.205827144	Cell contribution (adjusted)	-0.316952224	ESPNL
ESPN	0.074764962	Bulk (unadjusted)	-0.107101293	0.3534955	Cell contribution (adjusted)	-0.384562642	ESPN
ESPL1	1.897797218	Bulk (unadjusted)	0.792336785	0.870752726	Cell contribution (adjusted)	0.501798245	ESPL1
ESM1	0.312842677	Bulk (unadjusted)	-0.287005748	0.276638166	Cell contribution (adjusted)	-0.316099799	ESM1
ESF1	0.14539306	Bulk (unadjusted)	-0.371412529	0.878928777	Cell contribution (adjusted)	0.507068097	ESF1
ESD	0.163143801	Bulk (unadjusted)	-0.73876611	0.021895644	Cell contribution (adjusted)	-0.117150576	ESD
ESCO2	0.197268947	Bulk (unadjusted)	0.318563771	0.071776443	Cell contribution (adjusted)	0.087449604	ESCO2
ESCO1	0.014524392	Bulk (unadjusted)	-0.043063328	0.169165294	Cell contribution (adjusted)	-0.220554062	ESCO1
ESAM	0.13710574	Bulk (unadjusted)	-0.168631785	0.136625208	Cell contribution (adjusted)	-0.162848868	ESAM
ERVW-1	0.478836419	Bulk (unadjusted)	-0.368420761	0.440111261	Cell contribution (adjusted)	-0.331800852	ERVW-1
ERVV-1	0.024961094	Bulk (unadjusted)	-0.074078844	0.074484942	Cell contribution (adjusted)	-0.155583037	ERVV-1
ERVMER34-1	0.168497196	Bulk (unadjusted)	0.194090633	0.118125178	Cell contribution (adjusted)	-0.131366258	ERVMER34-1
ERVK3-1	1.102722636	Bulk (unadjusted)	0.73922756	0.604908491	Cell contribution (adjusted)	0.506630318	ERVK3-1
ERVFRD-1	0.076590552	Bulk (unadjusted)	-0.109269219	0.273601828	Cell contribution (adjusted)	-0.243484314	ERVFRD-1
ERV3-1	0.292222313	Bulk (unadjusted)	-0.345117211	8.54E-05	Cell contribution (adjusted)	0.00015288	ERV3-1
ERRFI1	0.767985164	Bulk (unadjusted)	-0.481984549	0.08403948	Cell contribution (adjusted)	0.173273532	ERRFI1
ERP44	0.229069177	Bulk (unadjusted)	0.779165036	0.502554242	Cell contribution (adjusted)	0.977528039	ERP44
ERP29	3.087593542	Bulk (unadjusted)	1.104760404	0.243902211	Cell contribution (adjusted)	0.436894452	ERP29
ERP27	3.022136221	Bulk (unadjusted)	1.052252382	1.06840706	Cell contribution (adjusted)	0.569194243	ERP27
ERO1B	0.865035271	Bulk (unadjusted)	0.856816599	3.089293747	Cell contribution (adjusted)	1.039778795	ERO1B
ERO1A	7.622046575	Bulk (unadjusted)	1.833787679	5.904480723	Cell contribution (adjusted)	1.591467873	ERO1A
ERN2	1.143918993	Bulk (unadjusted)	-0.598065294	0.91629135	Cell contribution (adjusted)	-1.058730638	ERN2
ERN1	0.131092867	Bulk (unadjusted)	0.162128978	0.027155759	Cell contribution (adjusted)	0.068448885	ERN1
ERMP1	0.030540605	Bulk (unadjusted)	0.053448108	0.228317582	Cell contribution (adjusted)	0.418352272	ERMP1
ERMN	0.388165083	Bulk (unadjusted)	0.682108883	0.10774072	Cell contribution (adjusted)	0.268059951	ERMN
ERMARD	0.297421967	Bulk (unadjusted)	-0.279462534	0.277353157	Cell contribution (adjusted)	-0.434992168	ERMARD
ERMAP	0.229375803	Bulk (unadjusted)	-0.236761066	0.239366255	Cell contribution (adjusted)	0.221098357	ERMAP
ERLIN2	0.682617894	Bulk (unadjusted)	-0.753054909	0.075415456	Cell contribution (adjusted)	0.2099879	ERLIN2
ERLIN1	0.026931392	Bulk (unadjusted)	-0.048039035	0.486090136	Cell contribution (adjusted)	0.580797114	ERLIN1
ERLEC1	1.326853553	Bulk (unadjusted)	0.937855973	2.783236777	Cell contribution (adjusted)	0.98421147	ERLEC1
ERICH6B	0.008232425	Bulk (unadjusted)	0.020429727	0.145228256	Cell contribution (adjusted)	0.192050978	ERICH6B
ERICH6	0.92246365	Bulk (unadjusted)	-0.533243563	0.376417696	Cell contribution (adjusted)	-0.300524264	ERICH6
ERICH5	0.198911239	Bulk (unadjusted)	-0.358229693	0.259343195	Cell contribution (adjusted)	-0.389630214	ERICH5
ERICH4	0.534839285	Bulk (unadjusted)	-0.747257825	2.706414413	Cell contribution (adjusted)	-0.957471824	ERICH4
ERICH3	3.08703673	Bulk (unadjusted)	-1.027509394	1.183608214	Cell contribution (adjusted)	-0.599544802	ERICH3
ERICH1	0.020937652	Bulk (unadjusted)	-0.124214396	0.024812984	Cell contribution (adjusted)	-0.09110979	ERICH1
ERI3	0.880228636	Bulk (unadjusted)	-0.722486327	0.314258285	Cell contribution (adjusted)	-0.703391079	ERI3
ERI2	0.357964513	Bulk (unadjusted)	0.310864521	0.257501864	Cell contribution (adjusted)	0.232417366	ERI2
ERI1	1.424778118	Bulk (unadjusted)	0.673528526	0.755288014	Cell contribution (adjusted)	0.799803325	ERI1
ERH	0.233246325	Bulk (unadjusted)	0.568462228	1.061803001	Cell contribution (adjusted)	0.905326664	ERH
ERGIC3	4.316229656	Bulk (unadjusted)	1.248042135	1.110224497	Cell contribution (adjusted)	0.702006569	ERGIC3
ERGIC2	0.165295265	Bulk (unadjusted)	0.597009365	0.833792194	Cell contribution (adjusted)	0.815410504	ERGIC2
ERGIC1	0.141411695	Bulk (unadjusted)	-0.501135143	0.053712917	Cell contribution (adjusted)	-0.198422376	ERGIC1
ERG	0.077729724	Bulk (unadjusted)	-0.284874081	0.006079613	Cell contribution (adjusted)	-0.022775243	ERG
ERFE	0.33332395	Bulk (unadjusted)	0.541254659	0.144107629	Cell contribution (adjusted)	0.158390719	ERFE
ERF	0.505786291	Bulk (unadjusted)	-0.38074872	0.560699508	Cell contribution (adjusted)	-0.569797458	ERF
EREG	0.174301196	Bulk (unadjusted)	0.25081897	1.0256437	Cell contribution (adjusted)	0.554525766	EREG
ERCC8	0.209232404	Bulk (unadjusted)	0.464059262	3.004668887	Cell contribution (adjusted)	1.020574748	ERCC8
ERCC6L2	0.146205281	Bulk (unadjusted)	0.176173709	0.343890698	Cell contribution (adjusted)	0.283839099	ERCC6L2
ERCC6L	1.07133922	Bulk (unadjusted)	0.578744041	0.505786782	Cell contribution (adjusted)	0.360990983	ERCC6L
ERCC6	0.011844713	Bulk (unadjusted)	-0.072793828	0.082891981	Cell contribution (adjusted)	-0.218502272	ERCC6
ERCC4	0.07515163	Bulk (unadjusted)	0.150243038	0.138693776	Cell contribution (adjusted)	0.281552436	ERCC4
ERCC3	0.358284705	Bulk (unadjusted)	-0.610261878	0.203287829	Cell contribution (adjusted)	-0.468528814	ERCC3
ERCC2	0.998808004	Bulk (unadjusted)	-0.55494513	3.118812698	Cell contribution (adjusted)	-1.047425246	ERCC2
ERCC1	0.136389563	Bulk (unadjusted)	0.467302585	0.041771942	Cell contribution (adjusted)	0.167941852	ERCC1
ERC2	0.003063845	Bulk (unadjusted)	0.006400747	0.063737857	Cell contribution (adjusted)	-0.07985044	ERC2
ERC1	0.092482496	Bulk (unadjusted)	-0.2195457	0.011518915	Cell contribution (adjusted)	0.027141558	ERC1
ERBIN	0.474130209	Bulk (unadjusted)	0.754247011	0.826714661	Cell contribution (adjusted)	1.164641825	ERBIN
ERBB4	1.800797606	Bulk (unadjusted)	-1.344964754	0.413039757	Cell contribution (adjusted)	-0.776125902	ERBB4
ERBB3	3.554747583	Bulk (unadjusted)	-1.123938744	1.951313003	Cell contribution (adjusted)	-0.800227597	ERBB3
ERBB2	0.456097172	Bulk (unadjusted)	-1.013613221	1.149575896	Cell contribution (adjusted)	-1.130826595	ERBB2
ERAP2	1.490450704	Bulk (unadjusted)	0.840824661	2.249090123	Cell contribution (adjusted)	0.864749351	ERAP2
ERAP1	1.176802049	Bulk (unadjusted)	0.607056221	0.865462997	Cell contribution (adjusted)	0.505342331	ERAP1
ERAL1	0.111744396	Bulk (unadjusted)	-0.287620031	0.350963758	Cell contribution (adjusted)	-0.78848503	ERAL1
EQTN	0.108854031	Bulk (unadjusted)	-0.141266228	0.044981996	Cell contribution (adjusted)	0.074177293	EQTN
EPYC	0.44398896	Bulk (unadjusted)	0.393864997	0.557718854	Cell contribution (adjusted)	0.384073096	EPYC
EPX	0.333666829	Bulk (unadjusted)	-0.74879182	2.561232264	Cell contribution (adjusted)	-1.238914349	EPX
EPSTI1	2.151899583	Bulk (unadjusted)	1.564008833	1.387046376	Cell contribution (adjusted)	1.13931895	EPSTI1
EPS15L1	0.114555539	Bulk (unadjusted)	-0.388517489	0.471680345	Cell contribution (adjusted)	-0.921913428	EPS15L1
EPS15	0.086124657	Bulk (unadjusted)	0.120596866	0.601990524	Cell contribution (adjusted)	0.424665639	EPS15
EPS8L3	0.11120991	Bulk (unadjusted)	-0.373519554	0.824150604	Cell contribution (adjusted)	-0.720638406	EPS8L3
EPS8L2	0.37392601	Bulk (unadjusted)	-0.878731989	0.281939327	Cell contribution (adjusted)	-0.693523643	EPS8L2
EPS8L1	0.164512522	Bulk (unadjusted)	0.190873301	0.385111237	Cell contribution (adjusted)	-0.540749519	EPS8L1
EPS8	1.473010935	Bulk (unadjusted)	-0.687493871	0.01931653	Cell contribution (adjusted)	0.03179537	EPS8
EPPK1	0.098009075	Bulk (unadjusted)	-0.429972332	0.12315609	Cell contribution (adjusted)	-0.374610017	EPPK1
EPPIN	3.448174539	Bulk (unadjusted)	-1.094378643	1.88371318	Cell contribution (adjusted)	-0.780218555	EPPIN
EPOR	0.549226557	Bulk (unadjusted)	-1.027587106	0.362677853	Cell contribution (adjusted)	-0.564014076	EPOR
EPO	0.057814732	Bulk (unadjusted)	-0.187268304	1.231822063	Cell contribution (adjusted)	-1.083480649	EPO
EPN3	0.069945901	Bulk (unadjusted)	-0.112255132	0.867190844	Cell contribution (adjusted)	-0.50117624	EPN3
EPN2	0.994284538	Bulk (unadjusted)	-1.564997841	0.371483984	Cell contribution (adjusted)	-0.949144825	EPN2
EPN1	0.539563838	Bulk (unadjusted)	-0.839921211	5.540098576	Cell contribution (adjusted)	-1.53508392	EPN1
EPM2AIP1	0.131596498	Bulk (unadjusted)	-0.386603741	0.077673288	Cell contribution (adjusted)	-0.125163915	EPM2AIP1
EPM2A	0.712036407	Bulk (unadjusted)	-0.686128952	0.432603072	Cell contribution (adjusted)	-0.514687369	EPM2A
EPHX4	0.121857758	Bulk (unadjusted)	0.155046872	0.092778224	Cell contribution (adjusted)	-0.225712305	EPHX4
EPHX3	0.591293743	Bulk (unadjusted)	0.418202248	0.080021067	Cell contribution (adjusted)	0.095730978	EPHX3
EPHX2	0.590682223	Bulk (unadjusted)	-0.948393447	0.154624417	Cell contribution (adjusted)	-0.403419574	EPHX2
EPHX1	1.096869995	Bulk (unadjusted)	-1.548044401	0.717884209	Cell contribution (adjusted)	-1.023659145	EPHX1
EPHB6	0.497716108	Bulk (unadjusted)	-0.673502882	2.068718409	Cell contribution (adjusted)	-0.8221473	EPHB6
EPHB4	0.055079609	Bulk (unadjusted)	0.122775346	0.300731336	Cell contribution (adjusted)	-0.609098246	EPHB4
EPHB3	0.110672644	Bulk (unadjusted)	0.169732556	0.288670999	Cell contribution (adjusted)	-0.485673958	EPHB3
EPHB2	0.974223722	Bulk (unadjusted)	0.622967635	0.31593709	Cell contribution (adjusted)	0.267776622	EPHB2
EPHB1	0.008822246	Bulk (unadjusted)	-0.017422609	0.430121409	Cell contribution (adjusted)	-0.329519409	EPHB1
EPHA10	0.171976765	Bulk (unadjusted)	-0.216806567	0.26170714	Cell contribution (adjusted)	-0.235011	EPHA10
EPHA8	0.103705398	Bulk (unadjusted)	0.436129636	0.364223362	Cell contribution (adjusted)	-0.490323635	EPHA8
EPHA7	1.812119802	Bulk (unadjusted)	-0.964687039	0.96676137	Cell contribution (adjusted)	-0.539608038	EPHA7
EPHA6	0.108911465	Bulk (unadjusted)	-0.266603864	1.41E-05	Cell contribution (adjusted)	9.87E-06	EPHA6
EPHA5	0.231311665	Bulk (unadjusted)	-0.416490872	0.131934148	Cell contribution (adjusted)	-0.325383071	EPHA5
EPHA4	0.011576961	Bulk (unadjusted)	0.053212423	0.355625741	Cell contribution (adjusted)	0.416295738	EPHA4
EPHA3	0.046456936	Bulk (unadjusted)	-0.143074041	0.00686805	Cell contribution (adjusted)	-0.01341945	EPHA3
EPHA2	0.06496901	Bulk (unadjusted)	-0.115673494	0.196838826	Cell contribution (adjusted)	-0.191879509	EPHA2
EPHA1	0.193815748	Bulk (unadjusted)	-0.357459735	2.119165307	Cell contribution (adjusted)	-0.841400755	EPHA1
EPGN	0.033125135	Bulk (unadjusted)	0.071440479	0.011349761	Cell contribution (adjusted)	-0.019384035	EPGN
EPG5	0.210742127	Bulk (unadjusted)	0.223258109	0.231975123	Cell contribution (adjusted)	0.215602481	EPG5
EPDR1	0.823817459	Bulk (unadjusted)	-0.888385629	0.036736106	Cell contribution (adjusted)	0.057364132	EPDR1
EPCAM	0.238175029	Bulk (unadjusted)	0.242275998	0.665205258	Cell contribution (adjusted)	0.426408172	EPCAM
EPC2	0.072321646	Bulk (unadjusted)	-0.273233846	0.833023295	Cell contribution (adjusted)	0.488314878	EPC2
EPC1	0.061847497	Bulk (unadjusted)	-0.167660184	0.152418832	Cell contribution (adjusted)	-0.329815044	EPC1
EPB42	0.20479213	Bulk (unadjusted)	-0.278439529	0.179139716	Cell contribution (adjusted)	-0.17991959	EPB42
EPB41L5	1.947157729	Bulk (unadjusted)	-1.127452697	0.429974604	Cell contribution (adjusted)	-0.631951789	EPB41L5
EPB41L4B	3.739897983	Bulk (unadjusted)	-1.145119436	0.99847176	Cell contribution (adjusted)	-0.546430894	EPB41L4B
EPB41L4A	0.408282905	Bulk (unadjusted)	-0.354882225	0.001212065	Cell contribution (adjusted)	-0.001662781	EPB41L4A
EPB41L3	0.751800619	Bulk (unadjusted)	0.474273424	0.752840862	Cell contribution (adjusted)	1.116641247	EPB41L3
EPB41L2	3.00153349	Bulk (unadjusted)	-1.012274886	0.038046362	Cell contribution (adjusted)	-0.082089547	EPB41L2
EPB41L1	1.811337807	Bulk (unadjusted)	-1.557082714	0.759984016	Cell contribution (adjusted)	-0.874501132	EPB41L1
EPB41	0.455131139	Bulk (unadjusted)	0.357733572	0.033990869	Cell contribution (adjusted)	0.04681351	EPB41
EPAS1	0.559699737	Bulk (unadjusted)	-0.402375675	0.193228999	Cell contribution (adjusted)	-0.189258342	EPAS1
EP400	0.100034268	Bulk (unadjusted)	-0.485542532	0.463292518	Cell contribution (adjusted)	-0.919314295	EP400
EP300	0.056109309	Bulk (unadjusted)	-0.087260591	0.127622129	Cell contribution (adjusted)	0.381115964	EP300
EOMES	0.784676634	Bulk (unadjusted)	1.70425401	0.623286451	Cell contribution (adjusted)	0.862111505	EOMES
EOGT	0.041671362	Bulk (unadjusted)	0.148067147	0.337640839	Cell contribution (adjusted)	0.625731722	EOGT
ENY2	0.073947484	Bulk (unadjusted)	-0.547343749	0.048214052	Cell contribution (adjusted)	0.220359456	ENY2
ENTPD8	4.495237775	Bulk (unadjusted)	-1.657130855	3.311544311	Cell contribution (adjusted)	-1.383905659	ENTPD8
ENTPD7	5.597364898	Bulk (unadjusted)	1.477663994	3.969065274	Cell contribution (adjusted)	1.214434979	ENTPD7
ENTPD6	0.114214311	Bulk (unadjusted)	-0.422798215	0.495497791	Cell contribution (adjusted)	-0.836180113	ENTPD6
ENTPD5	0.144162913	Bulk (unadjusted)	-0.174982519	0.448263332	Cell contribution (adjusted)	-0.428139728	ENTPD5
ENTPD4	1.577535975	Bulk (unadjusted)	1.546761155	1.499862432	Cell contribution (adjusted)	1.103588294	ENTPD4
ENTPD3	0.818156539	Bulk (unadjusted)	-0.825356069	0.746349357	Cell contribution (adjusted)	-0.725849583	ENTPD3
ENTPD2	1.126433849	Bulk (unadjusted)	-0.736745818	2.502170841	Cell contribution (adjusted)	-0.926170179	ENTPD2
ENTPD1	1.068877853	Bulk (unadjusted)	1.504439919	0.738515862	Cell contribution (adjusted)	1.744617092	ENTPD1
ENTHD1	0.390971429	Bulk (unadjusted)	0.390903339	0.316023012	Cell contribution (adjusted)	0.268981555	ENTHD1
ENSA	0.554748322	Bulk (unadjusted)	-0.620675407	0.494221364	Cell contribution (adjusted)	-0.356410749	ENSA
ENPP7	0.081231294	Bulk (unadjusted)	0.245839542	0.004323378	Cell contribution (adjusted)	-0.016510201	ENPP7
ENPP6	0.35136525	Bulk (unadjusted)	-0.448600708	0.025421291	Cell contribution (adjusted)	-0.049526706	ENPP6
ENPP5	2.021219898	Bulk (unadjusted)	-0.819855267	0.202414175	Cell contribution (adjusted)	-0.196983841	ENPP5
ENPP4	0.212087452	Bulk (unadjusted)	-0.380502715	0.198076245	Cell contribution (adjusted)	0.41016021	ENPP4
ENPP3	0.175419936	Bulk (unadjusted)	-0.199486704	0.014495544	Cell contribution (adjusted)	0.02055292	ENPP3
ENPP2	0.175874166	Bulk (unadjusted)	0.352397631	0.423204043	Cell contribution (adjusted)	0.839188759	ENPP2
ENPP1	0.315292924	Bulk (unadjusted)	-0.468557116	1.098021244	Cell contribution (adjusted)	0.574128474	ENPP1
ENPEP	0.065701766	Bulk (unadjusted)	0.205239313	8.54E-05	Cell contribution (adjusted)	-0.000323469	ENPEP
ENOX2	0.002683975	Bulk (unadjusted)	-0.023473562	0.003208245	Cell contribution (adjusted)	0.01963067	ENOX2
ENOX1	0.852452349	Bulk (unadjusted)	-0.512191878	0.200157513	Cell contribution (adjusted)	-0.295638092	ENOX1
ENOSF1	1.416237717	Bulk (unadjusted)	-0.775480223	0.798606343	Cell contribution (adjusted)	-0.47686903	ENOSF1
ENOPH1	0.12048374	Bulk (unadjusted)	0.451049203	0.610677895	Cell contribution (adjusted)	1.027473752	ENOPH1
ENO4	0.001715575	Bulk (unadjusted)	-0.004394195	0.563272371	Cell contribution (adjusted)	0.48439936	ENO4
ENO3	1.573723173	Bulk (unadjusted)	-0.710615733	1.193032902	Cell contribution (adjusted)	-1.421003124	ENO3
ENO2	0.04675254	Bulk (unadjusted)	0.200588884	0.005795754	Cell contribution (adjusted)	-0.02378235	ENO2
ENO1	4.82554244	Bulk (unadjusted)	1.342649284	0.791971472	Cell contribution (adjusted)	0.876686813	ENO1
ENKUR	0.353634726	Bulk (unadjusted)	0.309053685	0.046863966	Cell contribution (adjusted)	0.087698379	ENKUR
ENKD1	0.021399868	Bulk (unadjusted)	0.123821828	0.027109799	Cell contribution (adjusted)	-0.125636478	ENKD1
ENHO	0.201073922	Bulk (unadjusted)	-0.217837663	0.143570716	Cell contribution (adjusted)	-0.3329466	ENHO
ENGASE	0.065932991	Bulk (unadjusted)	-0.310007323	0.61598453	Cell contribution (adjusted)	-0.697244555	ENGASE
ENG	0.290632674	Bulk (unadjusted)	1.185626987	0.146472646	Cell contribution (adjusted)	0.444168554	ENG
ENDOV	0.194970127	Bulk (unadjusted)	-0.646903665	2.307489338	Cell contribution (adjusted)	-1.188569684	ENDOV
ENDOU	1.111533414	Bulk (unadjusted)	-0.860566791	0.72399519	Cell contribution (adjusted)	-0.925874236	ENDOU
ENDOG	0.021399868	Bulk (unadjusted)	-0.063291116	0.154828191	Cell contribution (adjusted)	-0.428492342	ENDOG
ENDOD1	0.941212932	Bulk (unadjusted)	-1.183895866	0.299109869	Cell contribution (adjusted)	-0.420656662	ENDOD1
ENC1	1.372772773	Bulk (unadjusted)	0.661262804	0.439825253	Cell contribution (adjusted)	0.332027855	ENC1
ENAM	0.051651701	Bulk (unadjusted)	-0.237588267	0.399843379	Cell contribution (adjusted)	-0.598868462	ENAM
ENAH	0.077912975	Bulk (unadjusted)	-0.110935031	0.837055868	Cell contribution (adjusted)	0.490213211	ENAH
EN2	0.042022116	Bulk (unadjusted)	0.115317427	0.197001359	Cell contribution (adjusted)	0.322954804	EN2
EN1	0.783499328	Bulk (unadjusted)	-0.486798823	0.313719639	Cell contribution (adjusted)	-0.462625604	EN1
EMX2	1.267556392	Bulk (unadjusted)	-1.345611723	0.868740847	Cell contribution (adjusted)	-0.502568799	EMX2
EMX1	0.068429926	Bulk (unadjusted)	-0.326555586	0.256772864	Cell contribution (adjusted)	-0.530350645	EMX1
EMSY	0.012617573	Bulk (unadjusted)	0.038832511	0.167481293	Cell contribution (adjusted)	0.170603371	EMSY
EMP3	0.108731416	Bulk (unadjusted)	0.141284231	0.886018995	Cell contribution (adjusted)	0.509117374	EMP3
EMP2	1.17810519	Bulk (unadjusted)	-1.040390118	0.057465515	Cell contribution (adjusted)	-0.07337767	EMP2
EMP1	0.492683924	Bulk (unadjusted)	-0.804625396	0.514933512	Cell contribution (adjusted)	0.364712448	EMP1
EML6	0.126077383	Bulk (unadjusted)	0.362955833	0.227514578	Cell contribution (adjusted)	0.478768541	EML6
EML5	0.330079357	Bulk (unadjusted)	0.2962129	0.061106579	Cell contribution (adjusted)	-0.077664971	EML5
EML4	2.351226216	Bulk (unadjusted)	1.847813086	2.057161856	Cell contribution (adjusted)	1.332162648	EML4
EML3	0.076105555	Bulk (unadjusted)	0.43373289	0.004884664	Cell contribution (adjusted)	0.025441975	EML3
EML2	0.282847256	Bulk (unadjusted)	0.474716917	0.296927973	Cell contribution (adjusted)	-0.256789261	EML2
EML1	3.993153002	Bulk (unadjusted)	-1.201203786	0.264239798	Cell contribution (adjusted)	-0.356544371	EML1
EMILIN3	2.670098041	Bulk (unadjusted)	-0.948219812	1.010807971	Cell contribution (adjusted)	-0.549039145	EMILIN3
EMILIN2	1.56240127	Bulk (unadjusted)	0.709932885	1.417031606	Cell contribution (adjusted)	0.668492795	EMILIN2
EMILIN1	0.251829495	Bulk (unadjusted)	0.875897238	0.085044555	Cell contribution (adjusted)	0.215526855	EMILIN1
EMID1	0.03188762	Bulk (unadjusted)	0.098422429	0.38569429	Cell contribution (adjusted)	-0.304662223	EMID1
EMG1	0.054001339	Bulk (unadjusted)	0.18559834	0.241724551	Cell contribution (adjusted)	0.350380482	EMG1
EME2	1.831400038	Bulk (unadjusted)	-0.979967348	2.561328261	Cell contribution (adjusted)	-1.179852363	EME2
EME1	2.256422308	Bulk (unadjusted)	0.863201465	0.336800726	Cell contribution (adjusted)	0.338940546	EME1
EMD	1.294386366	Bulk (unadjusted)	-0.640221873	1.519391119	Cell contribution (adjusted)	-1.073741993	EMD
EMCN	0.086559786	Bulk (unadjusted)	-0.336983025	0.09532579	Cell contribution (adjusted)	0.284698913	EMCN
EMC10	0.000865066	Bulk (unadjusted)	0.002918237	0.632747396	Cell contribution (adjusted)	-0.414121654	EMC10
EMC9	0.186469832	Bulk (unadjusted)	0.326731784	0.083305951	Cell contribution (adjusted)	-0.295897723	EMC9
EMC8	0.296260108	Bulk (unadjusted)	0.278125833	0.048868201	Cell contribution (adjusted)	0.064157688	EMC8
EMC7	0.477748852	Bulk (unadjusted)	0.935031342	4.796243218	Cell contribution (adjusted)	1.369962946	EMC7
EMC6	1.545625266	Bulk (unadjusted)	0.70427576	0.033562695	Cell contribution (adjusted)	-0.110705817	EMC6
EMC4	0.076105555	Bulk (unadjusted)	0.197101721	1.73967378	Cell contribution (adjusted)	0.750102903	EMC4
